Rooms,Floor,Area,HouseStructure,BuildingType,HouseOrientation,ConstructionTime,RenovationCondition,BuildingStructure,LadderRatio,Elevator,挂牌时间,TotalPrice,UnitPrice,TradeTime,DOM,Followers,HouseName1,Bedroom,Livingroom,Kitchen,Bathroom,HouseStructure_cat,BuildingType_cat,HouseOrientation_cat,RenovationCondition_cat,BuildingStructure_cat,Elevator_cat,Floor_cat
1室1厅1厨1卫        ,中,45,平层              ,板楼       ,东南   ,1994-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-05-19,194,42167,2021-05-26,7,15,潼港二村,1,1,1,1,1,3,9,2,2,0,0
3室2厅1厨1卫        ,中,77,平层              ,板楼       ,南   ,1997-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-03-14,477,61343,2021-05-26,73,200,翠竹苑,3,2,1,1,1,3,18,3,2,0,0
3室2厅1厨1卫        ,高,88,平层              ,板楼       ,南   ,2007-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-04-17,582,65867,2021-05-26,39,16,浦江东旭公寓(669弄1-109号),3,2,1,1,1,3,18,3,3,1,3
1室0厅1厨1卫        ,中,36,平层              ,板楼       ,南   ,1990-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-03-23,469,127239,2021-05-26,64,19,乐山四五村,1,0,1,1,1,3,18,3,2,0,0
2室2厅1厨1卫        ,低,89,,板楼       ,南 北   ,2011-01-01,精装     ,钢混结构  ,两梯三户           ,有           ,2021-03-27,568,63821,2021-05-26,60,34,明天华城,2,2,1,1,-1,3,23,3,3,1,1
2室1厅1厨1卫        ,高,88,平层              ,板楼       ,南   ,1999-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-10,238,27009,2021-05-26,46,17,南苑十村,2,1,1,1,1,3,18,2,2,0,3
1室1厅1厨1卫        ,中,27,,板楼       ,南   ,1964-01-01,简装     ,砖混结构  ,一梯八户           ,无           ,2021-01-19,258,92673,2021-05-26,127,172,瞿溪新村,1,1,1,1,-1,3,18,2,2,0,0
2室2厅1厨1卫        ,低,89,平层              ,板楼       ,南   ,2004-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-05-17,550,61220,2021-05-26,9,0,城投世纪名城,2,2,1,1,1,3,18,2,3,0,1
3室1厅1厨1卫        ,低,60,平层              ,板楼       ,南 北   ,1993-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-03-02,505,83804,2021-05-26,86,101,曹杨五村(南岭园),3,1,1,1,1,3,23,3,2,0,1
3室2厅1厨2卫        ,中,170,平层              ,板楼       ,南   ,2020-01-01,精装     ,钢混结构  ,两梯两户           ,有           ,2021-03-19,2550,149350,2021-05-26,68,2,瑞虹新城天悦郡庭,3,2,1,2,1,3,18,3,3,1,0
3室2厅1厨2卫        ,高,143,,板楼       ,南 北   ,2017-01-01,精装     ,钢混结构  ,两梯三户           ,有           ,2021-04-09,1740,121111,2021-05-26,47,108,新湖青蓝国际,3,2,1,2,-1,3,23,3,3,1,3
1室1厅1厨1卫        ,低,54,,板塔结合       ,南   ,2005-01-01,精装     ,钢混结构  ,一梯三户           ,无           ,2021-05-21,251,46248,2021-05-26,6,21,菊泉新城(菊泉街39弄),1,1,1,1,-1,2,18,3,3,0,1
1室0厅1厨1卫        ,高,29,平层              ,板楼       ,南 西 北   ,1988-01-01,简装     ,砖混结构  ,一梯六户           ,无           ,2021-05-07,202,69440,2021-05-26,19,0,平型关路255弄,1,0,1,1,1,3,26,2,2,0,3
2室1厅1厨1卫        ,低,64,平层              ,板楼       ,南 北   ,2008-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-03-09,222,34656,2021-05-26,78,101,浦发香舍(公寓),2,1,1,1,1,3,23,2,3,0,1
2室2厅1厨1卫        ,低,90,平层              ,板楼       ,南 北   ,2000-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-03-24,558,61339,2021-05-26,63,35,昌鑫家园,2,2,1,1,1,3,23,2,3,0,1
2室2厅1厨1卫        ,中,81,平层              ,板楼       ,南   ,2009-01-01,精装     ,钢混结构  ,一梯四户           ,有           ,2021-03-21,340,41893,2021-05-26,66,128,新凯二期,2,2,1,1,1,3,18,3,3,1,0
2室1厅1厨1卫        ,高,70,平层              ,板楼       ,南   ,1994-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-29,200,28277,2021-05-26,27,14,嘉富小区,2,1,1,1,1,3,18,2,2,0,3
3室2厅1厨1卫        ,中,79,平层              ,板楼       ,南   ,2010-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-03-03,430,54075,2021-05-26,84,47,万科琥珀郡园,3,2,1,1,1,3,18,3,3,1,0
3室1厅1厨2卫        ,中,123,平层              ,板楼       ,南   ,1999-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-05-05,291,23619,2021-05-26,21,0,紫荆四村,3,1,1,2,1,3,18,2,2,0,0
1室2厅1厨1卫        ,低,89,平层              ,塔楼       ,南   ,1997-01-01,精装     ,钢混结构  ,两梯八户           ,有           ,2021-05-12,620,69624,2021-05-26,14,16,爱中爱华公寓,1,2,1,1,1,0,18,3,3,1,1
3室2厅1厨2卫        ,低,132,平层              ,板楼       ,南   ,2009-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-02-22,763,57655,2021-05-26,93,82,贝尚湾(公寓),3,2,1,2,1,3,18,3,3,1,1
3室2厅1厨1卫        ,中,87,,板楼       ,西   ,,精装     ,钢混结构  ,两梯五户           ,有           ,2021-05-23,348,39868,2021-05-26,3,1,上海派,3,2,1,1,-1,3,30,3,3,1,0
2室1厅0厨1卫        ,高,79,平层              ,板楼       ,南 北   ,1995-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-05-02,211,26422,2021-05-26,24,7,南苑五村,2,1,0,1,1,3,23,2,2,0,3
2室1厅1厨1卫        ,高,81,平层              ,板楼       ,南   ,1997-01-01,简装     ,混合结构  ,一梯两户           ,无           ,2021-02-19,295,36420,2021-05-26,96,58,学北路20弄,2,1,1,1,1,3,18,2,1,0,3
2室1厅1厨1卫        ,低,88,平层              ,板楼       ,南   ,2012-01-01,简装     ,钢混结构  ,两梯三户           ,有           ,2021-05-15,470,53391,2021-05-26,11,15,中星海上名豪苑(三期),2,1,1,1,1,3,18,2,3,1,1
1室0厅1厨1卫        ,低,19,平层              ,,西北   ,,简装     ,,一梯两户           ,无           ,2021-03-08,135,69302,2021-05-26,79,74,中意小区,1,0,1,1,1,-1,34,2,-1,0,1
2室1厅1厨1卫        ,高,61,平层              ,板楼       ,南   ,1998-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-05-23,318,51843,2021-05-26,3,18,丰庄十四街坊,2,1,1,1,1,3,18,2,2,0,3
2室2厅1厨1卫        ,高,78,平层              ,板楼       ,南   ,2006-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-04-06,370,46810,2021-05-26,50,54,汇丽苑,2,2,1,1,1,3,18,3,3,0,3
2室1厅1厨1卫        ,中,72,平层              ,板楼       ,南   ,2008-01-01,精装     ,钢混结构  ,一梯四户           ,有           ,2021-05-18,435,59663,2021-05-26,8,23,缘圆宝邸,2,1,1,1,1,3,18,3,3,1,0
2室2厅1厨1卫        ,中,88,平层              ,板楼       ,南 北   ,2011-01-01,精装     ,钢混结构  ,两梯三户           ,有           ,2021-05-19,323,36325,2021-05-26,7,6,西上海名邸,2,2,1,1,1,3,23,3,3,1,0
2室2厅1厨1卫        ,低,86,平层              ,板楼       ,南   ,2013-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2020-04-06,250,28882,2021-05-26,415,121,众旺苑,2,2,1,1,1,3,18,3,3,1,1
3室2厅1厨2卫        ,低,108,平层              ,板楼       ,南   ,,精装     ,钢混结构  ,三梯五户           ,有           ,2021-01-19,576,53334,2021-05-25,127,44,融信铂爵,3,2,1,2,1,3,18,3,3,1,1
2室2厅1厨1卫        ,中,81,,板楼       ,南 北   ,2008-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-05-22,518,63357,2021-05-25,4,1,高行家园,2,2,1,1,-1,3,23,3,3,0,0
1室1厅1厨1卫        ,低,52,平层              ,板楼       ,南 北   ,2009-01-01,精装     ,钢混结构  ,一梯四户           ,有           ,2021-05-14,220,41691,2021-05-25,12,10,绿地东岸涟城,1,1,1,1,1,3,23,3,3,1,1
2室1厅1厨1卫        ,低,62,平层              ,板楼       ,南   ,1996-01-01,精装     ,混合结构  ,一梯两户           ,无           ,2021-05-12,473,76058,2021-05-25,14,12,紫阳花苑,2,1,1,1,1,3,18,3,1,0,1
2室1厅1厨1卫        ,中,61,平层              ,板楼       ,南   ,1994-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-03-28,392,64023,2021-05-25,59,27,莲溪六村,2,1,1,1,1,3,18,2,2,0,0
1室0厅1厨1卫        ,低,32,,板楼       ,南   ,1984-01-01,简装     ,砖混结构  ,一梯五户           ,无           ,2021-05-01,227,69018,2021-05-25,25,20,德州二村,1,0,1,1,-1,3,18,2,2,0,1
1室1厅1厨1卫        ,高,43,平层              ,板楼       ,南   ,1987-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-05-20,340,78814,2021-05-25,6,2,运光小区,1,1,1,1,1,3,18,2,2,0,3
3室2厅1厨1卫        ,低,78,平层              ,板楼       ,南   ,2010-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-04-11,888,113803,2021-05-25,45,82,万科金色城市,3,2,1,1,1,3,18,3,3,1,1
3室2厅1厨2卫        ,低,132,平层              ,板楼       ,南   ,2007-01-01,简装     ,钢混结构  ,一梯两户           ,有           ,2021-02-18,648,48995,2021-05-25,97,33,畅馨园,3,2,1,2,1,3,18,2,3,1,1
2室2厅1厨1卫        ,低,94,,板楼       ,南 北   ,2004-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-01-30,363,38405,2021-05-25,116,0,金枫公寓,2,2,1,1,-1,3,23,2,3,0,1
2室2厅1厨1卫        ,高,88,平层              ,板楼       ,南 北   ,1999-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-05-06,241,27330,2021-05-25,20,8,南苑十村,2,2,1,1,1,3,23,2,2,0,3
2室1厅1厨1卫        ,中,59,,板楼       ,南 西   ,1994-01-01,其他     ,砖混结构  ,一梯四户           ,无           ,2021-05-25,405,67760,2021-05-25,1,0,恒大小区,2,1,1,1,-1,3,25,0,2,0,0
4室2厅1厨2卫        ,低,181,平层              ,板楼       ,南 北   ,2002-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-03-01,1160,63969,2021-05-25,86,42,巴黎之春,4,2,1,2,1,3,23,3,3,1,1
3室2厅1厨1卫        ,中,98,平层              ,板楼       ,南 北   ,1997-01-01,简装     ,混合结构  ,一梯两户           ,无           ,2021-04-26,285,28932,2021-05-25,30,15,晨阳小区,3,2,1,1,1,3,23,2,1,0,0
3室1厅1厨1卫        ,高,79,平层              ,板楼       ,南 北   ,2000-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-01-25,496,62195,2021-05-25,121,114,绿川新苑,3,1,1,1,1,3,23,3,3,0,3
1室0厅1厨1卫        ,高,49,平层              ,板楼       ,南   ,2007-01-01,精装     ,钢混结构  ,两梯八户           ,有           ,2021-03-30,490,98473,2021-05-25,57,28,好世鹿鸣苑,1,0,1,1,1,3,18,3,3,1,3
1室1厅1厨1卫        ,高,35,平层              ,板楼       ,南   ,1989-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-05-20,268,74507,2021-05-25,6,3,新安小区,1,1,1,1,1,3,18,2,2,0,3
4室2厅1厨2卫        ,低,162,平层              ,板楼       ,南 北   ,2001-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-04-08,1765,108323,2021-05-25,48,175,万科华尔兹,4,2,1,2,1,3,23,3,3,1,1
2室2厅1厨1卫        ,高,89,平层              ,板楼       ,南 北   ,1995-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-05-20,539,60454,2021-05-25,6,11,殷行路430弄,2,2,1,1,1,3,23,3,2,0,3
2室1厅1厨1卫        ,中,64,平层              ,板楼       ,南 北   ,1994-01-01,毛坯     ,砖混结构  ,一梯两户           ,无           ,2021-03-03,319,49697,2021-05-25,84,66,祁连一村,2,1,1,1,1,3,23,1,2,0,0
3室1厅1厨1卫        ,低,91,,板楼       ,南 北   ,2009-01-01,简装     ,钢混结构  ,一梯两户           ,有           ,2021-05-14,493,54022,2021-05-25,12,17,万科阳光苑,3,1,1,1,-1,3,23,2,3,1,1
1室1厅0厨0卫        ,中,45,平层              ,板楼       ,南   ,2008-01-01,精装     ,钢混结构  ,一梯三户           ,无           ,2021-05-21,245,53752,2021-05-25,5,11,慧华苑,1,1,0,0,1,3,18,3,3,0,0
2室2厅1厨1卫        ,中,84,平层              ,板楼       ,南   ,2013-01-01,毛坯     ,钢混结构  ,一梯三户           ,有           ,2021-04-15,535,63314,2021-05-25,41,30,新高苑(四期),2,2,1,1,1,3,18,1,3,1,0
4室2厅1厨3卫        ,低,278,复式              ,板楼       ,南   ,2011-01-01,毛坯     ,钢混结构  ,一梯一户           ,无           ,2020-09-30,750,26967,2021-05-25,238,124,海上湾华庭紫园别墅,4,2,1,3,0,3,18,1,3,0,1
2室1厅1厨1卫        ,低,73,平层              ,板楼       ,南   ,2005-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-03-23,520,70452,2021-05-25,64,20,益丰新村,2,1,1,1,1,3,18,3,2,0,1
2室1厅1厨1卫        ,高,70,平层              ,板楼       ,南   ,1996-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-05-03,402,56957,2021-05-25,23,6,沁春园一村,2,1,1,1,1,3,18,2,2,0,3
2室1厅1厨1卫        ,高,79,平层              ,板楼       ,南   ,2015-01-01,精装     ,钢混结构  ,两梯五户           ,有           ,2021-05-21,270,33963,2021-05-25,5,1,美罗家园佳翔苑,2,1,1,1,1,3,18,3,3,1,3
2室2厅0厨1卫        ,低,83,平层              ,板楼       ,南   ,1999-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-01-11,300,36002,2021-05-25,135,41,白洋苑,2,2,0,1,1,3,18,3,2,0,1
2室2厅1厨1卫        ,高,86,,板楼       ,南   ,2015-01-01,精装     ,钢混结构  ,两梯六户           ,有           ,2021-05-04,307,35682,2021-05-25,22,42,万立城,2,2,1,1,-1,3,18,3,3,1,3
2室2厅1厨1卫        ,低,89,平层              ,板楼       ,南 北   ,2010-01-01,简装     ,钢混结构  ,一梯三户           ,有           ,2021-02-20,427,47641,2021-05-25,95,65,都市雅筑,2,2,1,1,1,3,23,2,3,1,1
1室0厅1厨1卫        ,高,38,平层              ,板楼       ,南   ,1987-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-05-10,283,73108,2021-05-25,16,12,虹日小区,1,0,1,1,1,3,18,3,2,0,3
2室1厅1厨1卫        ,低,86,平层              ,板楼       ,南   ,2007-01-01,精装     ,钢混结构  ,两梯三户           ,有           ,2021-05-18,830,95568,2021-05-25,8,6,恒阳花苑,2,1,1,1,1,3,18,3,3,1,1
3室1厅1厨1卫        ,高,99,平层              ,板楼       ,南   ,2000-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-03-07,173,17475,2021-05-25,79,2,东泉新村,3,1,1,1,1,3,18,2,3,0,3
3室2厅2厨2卫        ,低,128,平层              ,板楼       ,南 北   ,2002-01-01,简装     ,钢混结构  ,一梯两户           ,有           ,2021-02-20,967,75230,2021-05-25,94,32,上海春城,3,2,2,2,1,3,23,2,3,1,1
2室1厅1厨1卫        ,低,55,平层              ,板楼       ,南   ,1989-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-05-19,428,76937,2021-05-25,7,0,长桥三村,2,1,1,1,1,3,18,2,2,0,1
4室1厅1厨3卫        ,中,163,平层              ,塔楼       ,南 北   ,2015-01-01,精装     ,钢混结构  ,六梯六户           ,有           ,2021-03-20,773,47415,2021-05-25,67,2,高尚领域,4,1,1,3,1,0,23,3,3,1,0
1室1厅1厨1卫        ,高,36,,板楼       ,南   ,1994-01-01,简装     ,砖混结构  ,一梯五户           ,无           ,2021-05-09,232,63614,2021-05-25,17,7,昌四小区,1,1,1,1,-1,3,18,2,2,0,3
1室1厅1厨1卫        ,中,53,,板楼       ,南   ,,毛坯     ,钢混结构  ,两梯四户           ,有           ,2021-05-09,169,31303,2021-05-25,17,0,慈竹路69弄,1,1,1,1,-1,3,18,1,3,1,0
2室2厅1厨1卫        ,低,73,平层              ,板楼       ,南 北   ,2010-01-01,精装     ,钢混结构  ,两梯五户           ,有           ,2021-05-20,297,40357,2021-05-25,6,15,馨佳园(菊泉街1280弄),2,2,1,1,1,3,23,3,3,1,1
3室1厅1厨1卫        ,高,52,平层              ,板楼       ,南   ,1983-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-05-16,450,86360,2021-05-25,10,41,长顺小区,3,1,1,1,1,3,18,3,2,0,3
3室2厅1厨2卫        ,低,143,平层              ,板楼       ,南   ,2007-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-03-05,872,60704,2021-05-25,82,138,仁恒家园,3,2,1,2,1,3,18,3,3,1,1
2室1厅1厨1卫        ,低,51,平层              ,板楼       ,南 北   ,1995-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2020-12-24,346,66796,2021-05-25,153,70,香山新村东南街坊,2,1,1,1,1,3,23,3,2,0,1
1室1厅1厨1卫        ,中,30,平层              ,板楼       ,南   ,1982-01-01,毛坯     ,砖混结构  ,一梯四户           ,无           ,2021-04-05,233,76566,2021-05-25,51,13,上南四村,1,1,1,1,1,3,18,1,2,0,0
2室2厅1厨2卫        ,高,136,平层              ,板楼       ,南 北   ,2003-01-01,其他     ,钢混结构  ,两梯三户           ,有           ,2021-04-12,1365,100287,2021-05-25,43,2,东方莱茵,2,2,1,2,1,3,23,0,3,1,3
2室1厅1厨1卫        ,低,64,,板楼       ,南   ,1997-01-01,简装     ,砖混结构  ,一梯三户           ,无           ,2021-01-11,215,33500,2021-05-25,135,14,留水园(西区),2,1,1,1,-1,3,18,2,2,0,1
1室1厅1厨1卫        ,中,44,平层              ,板楼       ,南   ,1981-01-01,简装     ,砖混结构  ,一梯六户           ,无           ,2021-04-22,295,66114,2021-05-25,34,13,曹杨三村(兰岭园),1,1,1,1,1,3,18,2,2,0,0
1室1厅1厨1卫        ,中,53,平层              ,板楼       ,南 北   ,2014-01-01,简装     ,钢混结构  ,一梯四户           ,有           ,2021-05-21,227,42226,2021-05-25,5,8,新凯城紫荆苑,1,1,1,1,1,3,23,2,3,1,0
2室1厅1厨1卫        ,高,56,平层              ,板楼       ,南   ,1990-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-02-23,316,55625,2021-05-25,91,131,莱阳北小区,2,1,1,1,1,3,18,3,2,0,3
2室2厅1厨1卫        ,低,118,复式              ,板楼       ,北 南   ,2010-01-01,精装     ,钢混结构  ,一梯一户           ,无           ,2020-05-04,378,31940,2021-05-25,386,309,布鲁斯小镇(一期)(别墅),2,2,1,1,0,3,16,3,3,0,1
1室1厅1厨1卫        ,中,41,平层              ,板楼       ,南   ,1982-01-01,精装     ,钢混结构  ,一梯五户           ,无           ,2020-12-22,119,28990,2021-05-25,155,0,三皇桥小区,1,1,1,1,1,3,18,3,3,0,0
2室2厅1厨1卫        ,高,82,平层              ,板楼       ,南   ,2012-01-01,毛坯     ,钢混结构  ,一梯四户           ,有           ,2021-03-26,335,40503,2021-05-25,61,74,浦润苑,2,2,1,1,1,3,18,1,3,1,3
1室1厅1厨1卫        ,高,43,平层              ,板楼       ,南   ,1990-01-01,精装     ,砖混结构  ,一梯五户           ,无           ,2021-04-17,281,64543,2021-05-25,39,40,中原路99弄,1,1,1,1,1,3,18,3,2,0,3
1室1厅1厨1卫        ,高,48,平层              ,板楼       ,南   ,1996-01-01,简装     ,砖混结构  ,一梯六户           ,无           ,2021-04-30,313,64301,2021-05-25,25,13,城建小区,1,1,1,1,1,3,18,2,2,0,3
3室2厅1厨2卫        ,低,132,平层              ,板楼       ,南 北   ,2005-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-04-29,1900,143030,2021-05-25,27,23,静安枫景苑,3,2,1,2,1,3,23,3,3,1,1
2室2厅0厨1卫        ,高,72,平层              ,板楼       ,南 北   ,2008-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-05-14,374,51687,2021-05-25,11,29,金鹤新城城杰苑,2,2,0,1,1,3,23,3,3,0,3
1室1厅1厨1卫        ,中,47,平层              ,板楼       ,南   ,1997-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-26,330,68952,2021-05-25,29,24,天申小区,1,1,1,1,1,3,18,2,2,0,0
3室1厅1厨1卫        ,高,65,平层              ,板楼       ,北 南   ,1989-01-01,简装     ,砖混结构  ,一梯三户           ,无           ,2021-01-27,187,28748,2021-05-25,119,75,月浦六村,3,1,1,1,1,3,16,2,2,0,3
2室1厅1厨1卫        ,高,61,平层              ,板楼       ,南   ,1997-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-03-07,418,68335,2021-05-25,79,20,鹏海小区,2,1,1,1,1,3,18,3,2,0,3
2室1厅1厨1卫        ,低,75,,板楼       ,南 北   ,2010-01-01,毛坯     ,钢混结构  ,一梯三户           ,有           ,2021-05-22,400,52855,2021-05-25,4,0,达城锦园,2,1,1,1,-1,3,23,1,3,1,1
2室2厅1厨1卫        ,低,86,平层              ,板楼       ,南   ,2009-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-01-22,243,28191,2021-05-25,123,51,招商南桥雅苑,2,2,1,1,1,3,18,3,3,1,1
3室2厅1厨2卫        ,中,128,平层              ,板楼       ,南   ,,精装     ,钢混结构  ,一梯两户           ,有           ,2021-02-28,1400,108865,2021-05-25,87,17,万科时一区（四期）,3,2,1,2,1,3,18,3,3,1,0
1室1厅1厨1卫        ,高,41,平层              ,板楼       ,南   ,1996-01-01,简装     ,砖混结构  ,一梯三户           ,无           ,2021-04-29,120,29183,2021-05-25,26,26,闸园新村,1,1,1,1,1,3,18,2,2,0,3
2室1厅1厨1卫        ,高,51,平层              ,板楼       ,南   ,1984-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-05-24,365,70274,2021-05-24,1,0,南泉小区,2,1,1,1,1,3,18,2,2,0,3
1室1厅1厨1卫        ,高,31,平层              ,板楼       ,南   ,1986-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2020-12-28,231,72280,2021-05-24,148,220,新泾三村,1,1,1,1,1,3,18,3,2,0,3
1室1厅1厨1卫        ,高,50,,板楼       ,南   ,1994-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-03-28,268,53175,2021-05-24,58,76,民华小区,1,1,1,1,-1,3,18,3,2,0,3
2室1厅1厨1卫        ,低,68,,板楼       ,南 北   ,1996-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-03-14,423,61979,2021-05-24,72,57,大华二村,2,1,1,1,-1,3,23,2,2,0,1
2室2厅1厨1卫        ,低,83,错层              ,板楼       ,南   ,2002-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-02-21,855,101968,2021-05-24,93,54,欣晟家园,2,2,1,1,3,3,18,3,3,0,1
1室1厅1厨1卫        ,高,62,平层              ,板楼       ,南   ,2009-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-04-19,360,58037,2021-05-24,36,12,顺馨佳园,1,1,1,1,1,3,18,2,3,0,3
2室2厅1厨1卫        ,高,77,平层              ,板楼       ,南   ,2016-01-01,精装     ,钢混结构  ,一梯四户           ,有           ,2021-05-01,455,58946,2021-05-24,24,9,丰宝苑,2,2,1,1,1,3,18,3,3,1,3
1室1厅1厨1卫        ,高,48,平层              ,板楼       ,南   ,2004-01-01,精装     ,钢混结构  ,一梯九户           ,无           ,2018-11-01,505,103251,2021-05-24,936,223,静安阳光名都,1,1,1,1,1,3,18,3,3,0,3
3室2厅1厨1卫        ,高,91,,板楼       ,南 北   ,2015-01-01,精装     ,钢混结构  ,一梯四户           ,,2021-05-23,354,38787,2021-05-24,2,5,路劲上海派,3,2,1,1,-1,3,23,3,3,-1,3
2室2厅1厨1卫        ,中,87,平层              ,板楼       ,南   ,2013-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-05-02,798,90713,2021-05-24,23,13,保利茉莉公馆一期,2,2,1,1,1,3,18,3,3,1,0
1室1厅0厨1卫        ,高,53,,板楼       ,南   ,1996-01-01,其他     ,砖混结构  ,一梯两户           ,无           ,2021-05-24,320,59513,2021-05-24,1,0,东陆新村九街坊,1,1,0,1,-1,3,18,0,2,0,3
2室1厅1厨1卫        ,低,75,平层              ,板楼       ,东南   ,2006-01-01,精装     ,钢混结构  ,两梯五户           ,有           ,2021-05-12,397,52892,2021-05-24,13,48,阳光威尼斯(三期),2,1,1,1,1,3,9,3,3,1,1
2室2厅1厨1卫        ,高,82,平层              ,板楼       ,南   ,,精装     ,钢混结构  ,两梯四户           ,有           ,2021-04-18,1112,134170,2021-05-24,37,6,陆家嘴锦绣前城,2,2,1,1,1,3,18,3,3,1,3
2室1厅1厨1卫        ,高,56,平层              ,板楼       ,南   ,1994-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-03-31,203,35586,2021-05-24,55,144,红旗四街坊,2,1,1,1,1,3,18,3,2,0,3
2室2厅1厨1卫        ,高,97,平层              ,板楼       ,南 北   ,2006-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-04-15,847,87087,2021-05-24,40,61,环球翡翠湾花园(公寓),2,2,1,1,1,3,23,3,3,1,3
2室1厅1厨1卫        ,低,72,,塔楼       ,东南   ,1996-01-01,精装     ,钢混结构  ,两梯十二户           ,有           ,2021-05-24,555,76722,2021-05-24,1,0,吴中公寓,2,1,1,1,-1,0,9,3,3,1,1
1室1厅1厨1卫        ,低,38,平层              ,板楼       ,南 北   ,1995-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-05-13,226,58188,2021-05-24,12,13,航华二村梧柏小区,1,1,1,1,1,3,23,2,2,0,1
3室1厅1厨1卫        ,中,102,平层              ,塔楼       ,南   ,1992-01-01,简装     ,钢混结构  ,两梯八户           ,有           ,2021-05-01,780,76359,2021-05-24,24,20,雪野二村,3,1,1,1,1,0,18,2,3,1,0
1室0厅0厨1卫        ,高,21,,塔楼       ,北   ,,精装     ,钢混结构  ,三梯三十七户           ,有           ,2021-03-26,64,29142,2021-05-24,60,4,万乐城(商业类),1,0,0,1,-1,0,13,3,3,1,3
1室1厅1厨1卫        ,中,38,平层              ,板楼       ,南   ,1995-01-01,精装     ,砖混结构  ,一梯六户           ,无           ,2021-05-22,220,57099,2021-05-24,3,8,临汾路1515弄,1,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,高,76,平层              ,板楼       ,南   ,1994-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-19,293,38147,2021-05-24,36,29,妙境路395弄,2,1,1,1,1,3,18,2,2,0,3
2室1厅1厨1卫        ,高,64,平层              ,板楼       ,南   ,,简装     ,砖混结构  ,一梯两户           ,无           ,2021-03-30,177,27614,2021-05-24,56,80,水闸小区,2,1,1,1,1,3,18,2,2,0,3
3室2厅1厨2卫        ,低,134,平层              ,板楼       ,南   ,1999-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-05-16,895,66568,2021-05-24,9,10,新梅公寓一期,3,2,1,2,1,3,18,3,3,1,1
1室1厅1厨1卫        ,低,40,,板楼       ,南 北   ,1990-01-01,其他     ,砖混结构  ,一梯四户           ,无           ,2021-03-31,273,66945,2021-05-24,55,0,国和二村,1,1,1,1,-1,3,23,0,2,0,1
