Rooms,Floor,Area,HouseStructure,BuildingType,HouseOrientation,ConstructionTime,RenovationCondition,BuildingStructure,LadderRatio,Elevator,挂牌时间,TotalPrice,UnitPrice,TradeTime,DOM,Followers,HouseName1,Bedroom,Livingroom,Kitchen,Bathroom,HouseStructure_cat,BuildingType_cat,HouseOrientation_cat,RenovationCondition_cat,BuildingStructure_cat,Elevator_cat,Floor_cat
3室2厅1厨1卫        ,高,100,平层              ,板楼       ,南   ,1997-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-02-23,425,42138,2021-05-15,81,44,共富一村,3,2,1,1,1,3,18,3,2,0,3
1室1厅1厨1卫        ,低,66,平层              ,板楼       ,南   ,2014-01-01,简装     ,钢混结构  ,一梯两户           ,有           ,2021-02-26,279,41805,2021-05-15,79,69,中铁逸都,1,1,1,1,1,3,18,2,3,1,1
2室1厅1厨1卫        ,中,81,平层              ,板楼       ,南 北   ,2007-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-05-10,178,21865,2021-05-15,6,2,新舒苑,2,1,1,1,1,3,23,3,3,0,0
2室2厅1厨1卫        ,高,72,平层              ,板楼       ,南 北   ,2000-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-02-28,482,66630,2021-05-15,77,115,泰宸苑,2,2,1,1,1,3,23,3,3,0,3
1室1厅1厨1卫        ,低,35,平层              ,板楼       ,南   ,1995-01-01,简装     ,砖混结构  ,一梯三户           ,无           ,2020-11-15,117,33429,2021-05-15,182,53,鸿宝二村,1,1,1,1,1,3,18,2,2,0,1
3室2厅1厨2卫        ,中,109,平层              ,板楼       ,南   ,2004-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-04-04,297,27077,2021-05-15,42,35,九华苑,3,2,1,2,1,3,18,3,3,0,0
2室1厅1厨1卫        ,高,118,平层              ,塔楼       ,南   ,2004-01-01,精装     ,钢混结构  ,六梯三十二户           ,有           ,2021-05-04,1215,102967,2021-05-15,12,11,骏豪国际,2,1,1,1,1,0,18,3,3,1,3
3室2厅1厨2卫        ,低,105,,板楼       ,南   ,1999-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-01-19,586,55556,2021-05-15,117,37,红枫苑,3,2,1,2,-1,3,18,2,3,0,1
3室2厅1厨1卫        ,中,92,平层              ,板楼       ,南 北   ,2015-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-05-02,508,54665,2021-05-15,14,13,象屿品城,3,2,1,1,1,3,23,3,3,1,0
2室1厅1厨1卫        ,高,76,平层              ,板楼       ,南   ,1996-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-03-27,533,69565,2021-05-15,50,63,仁和花苑,2,1,1,1,1,3,18,3,3,0,3
3室1厅1厨1卫        ,低,84,平层              ,板楼       ,南   ,1996-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-02-27,550,65166,2021-05-15,78,88,高兴花园,3,1,1,1,1,3,18,3,2,0,1
2室2厅1厨1卫        ,中,92,平层              ,板楼       ,南   ,2011-01-01,简装     ,钢混结构  ,一梯三户           ,有           ,2021-04-24,645,69995,2021-05-15,22,4,水清年华花园,2,2,1,1,1,3,18,2,3,1,0
2室1厅1厨1卫        ,高,61,平层              ,板楼       ,南   ,1993-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-03-23,401,65172,2021-05-15,53,57,龙潭小区,2,1,1,1,1,3,18,2,2,0,3
2室1厅1厨1卫        ,低,61,平层              ,板楼       ,南   ,1991-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-05-02,344,56004,2021-05-15,14,14,新汾小区,2,1,1,1,1,3,18,2,2,0,1
1室1厅1厨1卫        ,高,42,,板楼       ,南   ,1995-01-01,精装     ,钢混结构  ,一梯四户           ,无           ,2021-04-26,264,62147,2021-05-15,20,11,三门路358弄,1,1,1,1,-1,3,18,3,3,0,3
2室1厅1厨1卫        ,高,52,平层              ,板楼       ,南   ,1985-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-03-20,560,106404,2021-05-15,56,11,双东小区,2,1,1,1,1,3,18,3,2,0,3
2室1厅1厨1卫        ,高,68,平层              ,板楼       ,南 北   ,1995-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-05-10,482,70778,2021-05-15,6,0,由由一村,2,1,1,1,1,3,23,3,2,0,3
6室3厅1厨3卫        ,低,237,复式              ,板楼       ,东南 南   ,2008-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-03-01,1320,55563,2021-05-15,76,36,东方花园三期,6,3,1,3,0,3,11,3,3,1,1
2室1厅1厨1卫        ,低,76,平层              ,板楼       ,南   ,2014-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-03-06,256,33593,2021-05-15,71,90,崧泽华城华中苑,2,1,1,1,1,3,18,3,3,1,1
2室1厅1厨1卫        ,低,70,平层              ,板楼       ,南   ,2015-01-01,精装     ,钢混结构  ,一梯四户           ,有           ,2021-04-23,288,40828,2021-05-15,23,19,春江三月公寓二期,2,1,1,1,1,3,18,3,3,1,1
2室0厅1厨1卫        ,中,55,平层              ,板楼       ,南   ,1985-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-03-08,675,121776,2021-05-15,68,77,梅园二街坊,2,0,1,1,1,3,18,2,2,0,0
2室2厅1厨1卫        ,中,84,平层              ,板楼       ,南   ,2007-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-05-08,229,26983,2021-05-15,8,1,锦绣汇丽苑,2,2,1,1,1,3,18,2,3,0,0
1室1厅1厨1卫        ,高,46,平层              ,板楼       ,南   ,1991-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-04-22,267,57420,2021-05-15,24,14,锦苑小区(虹口),1,1,1,1,1,3,18,3,2,0,3
2室1厅1厨1卫        ,低,62,平层              ,板楼       ,南   ,2013-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-05-11,264,42059,2021-05-15,5,11,新城悠活城,2,1,1,1,1,3,18,3,3,1,1
2室1厅1厨1卫        ,高,55,平层              ,板楼       ,南 北   ,1992-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-07,283,51418,2021-05-15,38,22,呼玛一村,2,1,1,1,1,3,23,2,2,0,3
2室1厅1厨1卫        ,高,67,平层              ,板楼       ,南   ,1993-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-05-05,624,92996,2021-05-15,11,29,牡丹小区(浦东),2,1,1,1,1,3,18,3,2,0,3
1室1厅1厨1卫        ,低,49,平层              ,板楼       ,南   ,2009-01-01,毛坯     ,钢混结构  ,一梯三户           ,无           ,2021-04-28,123,24789,2021-05-15,17,17,荷风翠庭,1,1,1,1,1,3,18,1,3,0,1
2室1厅1厨1卫        ,中,63,平层              ,板楼       ,南   ,1988-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-05-02,335,53167,2021-05-15,13,13,虹桥机场新村,2,1,1,1,1,3,18,2,2,0,0
2室0厅1厨1卫        ,中,46,,板楼       ,南 东 北   ,1994-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2020-12-02,230,49051,2021-05-15,165,8,工农新村小区,2,0,1,1,-1,3,20,2,2,0,0
2室2厅1厨1卫        ,低,79,平层              ,板楼       ,南   ,,毛坯     ,钢混结构  ,两梯四户           ,有           ,2021-04-30,230,28783,2021-05-15,16,20,崧泽华城昱翠雅苑,2,2,1,1,1,3,18,1,3,1,1
2室1厅1厨1卫        ,中,51,平层              ,板楼       ,南   ,1992-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-04-09,350,67490,2021-05-15,36,22,虹梅路2986弄,2,1,1,1,1,3,18,2,2,0,0
2室2厅1厨1卫        ,中,81,平层              ,板楼       ,南 北   ,2009-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-04-08,382,46914,2021-05-15,37,39,金钻苑南区,2,2,1,1,1,3,23,3,3,0,0
2室2厅1厨1卫        ,低,87,平层              ,板楼       ,南   ,1998-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-05-09,680,78027,2021-05-15,6,10,鹏欣家园,2,2,1,1,1,3,18,3,2,0,1
2室0厅1厨1卫        ,高,51,平层              ,板楼       ,南   ,1983-01-01,精装     ,砖混结构  ,一梯五户           ,无           ,2021-03-11,420,81160,2021-05-15,65,31,济宁路479弄,2,0,1,1,1,3,18,3,2,0,3
2室2厅1厨1卫        ,高,83,平层              ,板楼       ,南 北   ,2007-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-02-20,190,22865,2021-05-15,84,22,云帆佳苑,2,2,1,1,1,3,23,3,3,0,3
3室1厅1厨1卫        ,中,75,,板楼       ,南   ,1995-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-01-28,490,65160,2021-05-15,107,143,香楠小区,3,1,1,1,-1,3,18,3,2,0,0
1室1厅1厨1卫        ,低,39,平层              ,板楼       ,南   ,1995-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-05-14,263,66786,2021-05-15,2,3,黎安二村(南区),1,1,1,1,1,3,18,3,2,0,1
2室2厅1厨1卫        ,低,83,平层              ,板楼       ,南 北   ,2012-01-01,毛坯     ,钢混结构  ,一梯两户           ,无           ,2021-01-25,251,30044,2021-05-15,110,55,海霞佳苑,2,2,1,1,1,3,23,1,3,0,1
2室1厅1厨1卫        ,中,56,平层              ,板楼       ,南   ,2009-01-01,精装     ,钢混结构  ,一梯四户           ,有           ,2021-04-18,231,41016,2021-05-15,27,6,保利海上五月花(公寓),2,1,1,1,1,3,18,3,3,1,0
4室2厅1厨2卫        ,高,175,复式              ,板楼       ,南   ,1999-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-03-26,1060,60327,2021-05-15,51,30,长恒苑,4,2,1,2,0,3,18,3,3,0,3
2室2厅0厨1卫        ,中,86,平层              ,板楼       ,南   ,1998-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-03-14,480,55569,2021-05-15,62,33,申泉花苑,2,2,0,1,1,3,18,2,2,0,0
1室1厅1厨1卫        ,高,50,平层              ,板楼       ,南   ,1983-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-02-05,440,87389,2021-05-15,99,79,常德路958弄,1,1,1,1,1,3,18,3,2,0,3
2室1厅1厨1卫        ,高,59,平层              ,板楼       ,东 东南 南   ,1994-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-03-14,323,53933,2021-05-15,63,129,景凤路280弄,2,1,1,1,1,3,2,3,2,0,3
2室1厅0厨1卫        ,中,54,平层              ,板楼       ,南   ,1993-01-01,精装     ,钢混结构  ,一梯三户           ,无           ,2021-04-17,585,107874,2021-05-15,28,17,陆家浜路1382弄,2,1,0,1,1,3,18,3,3,0,0
1室1厅1厨1卫        ,中,31,平层              ,板楼       ,东   ,1987-01-01,简装     ,钢混结构  ,一梯八户           ,,2021-04-02,239,77072,2021-05-15,43,2,东新支路55弄,1,1,1,1,1,3,0,2,3,-1,0
2室1厅1厨1卫        ,高,57,平层              ,板楼       ,南   ,1986-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-25,178,31229,2021-05-15,20,200,荣乐小区,2,1,1,1,1,3,18,2,2,0,3
2室0厅1厨1卫        ,中,50,平层              ,板楼       ,南   ,1985-01-01,简装     ,砖混结构  ,一梯四户           ,有           ,2021-05-03,460,90427,2021-05-15,12,20,大统路159弄,2,0,1,1,1,3,18,2,2,1,0
3室2厅1厨2卫        ,中,110,平层              ,,南   ,,精装     ,钢混结构  ,一梯两户           ,,2020-11-29,599,54332,2021-05-15,167,38,新城上坤樾山四季,3,2,1,2,1,-1,18,3,3,-1,0
1室1厅1厨1卫        ,低,56,平层              ,板楼       ,南   ,2010-01-01,简装     ,钢混结构  ,一梯三户           ,有           ,2021-05-14,472,84061,2021-05-15,2,0,大华锦绣华城(四街区),1,1,1,1,1,3,18,2,3,1,1
3室2厅1厨1卫        ,中,81,平层              ,板楼       ,南   ,2013-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-01-12,614,75747,2021-05-15,124,113,保利叶语(二期)(公寓),3,2,1,1,1,3,18,3,3,1,0
2室1厅1厨1卫        ,高,59,平层              ,板楼       ,南   ,1992-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-04-18,355,59785,2021-05-15,27,24,虹梅路2986弄,2,1,1,1,1,3,18,2,2,0,3
2室1厅1厨1卫        ,中,51,,板楼       ,南   ,1990-01-01,简装     ,砖混结构  ,一梯七户           ,无           ,2021-04-09,512,100216,2021-05-15,36,26,黄家小区,2,1,1,1,-1,3,18,2,2,0,0
2室2厅1厨2卫        ,高,91,平层              ,板楼       ,南   ,2005-01-01,精装     ,钢混结构  ,两梯三户           ,有           ,2021-02-19,895,98169,2021-05-15,86,227,海上国际花园(一期),2,2,1,2,1,3,18,3,3,1,3
2室1厅1厨1卫        ,中,54,平层              ,板楼       ,南   ,1995-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-04-18,352,64505,2021-05-15,27,22,罗阳七村(三洲花园),2,1,1,1,1,3,18,3,2,0,0
1室1厅0厨1卫        ,高,62,平层              ,板楼       ,南   ,2013-01-01,精装     ,钢混结构  ,两梯十户           ,有           ,2021-03-10,113,18179,2021-05-15,66,12,绿地香颂(奉贤)(公寓),1,1,0,1,1,3,18,3,3,1,3
4室2厅1厨4卫        ,低,315,复式              ,板楼       ,南   ,2013-01-01,精装     ,钢混结构  ,一梯一户           ,无           ,2019-06-01,465,14752,2021-05-15,714,144,海湾国际名苑,4,2,1,4,0,3,18,3,3,0,1
2室2厅1厨1卫        ,中,93,平层              ,板楼       ,南 北   ,2008-01-01,精装     ,钢混结构  ,两梯三户           ,有           ,2021-04-08,656,70123,2021-05-15,37,0,贝尚湾(公寓),2,2,1,1,1,3,23,3,3,1,0
4室3厅1厨3卫        ,低,285,复式              ,板楼       ,南   ,2007-01-01,精装     ,钢混结构  ,一梯一户           ,无           ,2021-04-15,1335,46715,2021-05-15,30,69,绿地国际山庄,4,3,1,3,0,3,18,3,3,0,1
2室2厅0厨2卫        ,高,103,平层              ,板楼       ,南   ,2006-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-05-09,525,50878,2021-05-15,6,12,上海康城,2,2,0,2,1,3,18,3,3,1,3
1室0厅0厨1卫        ,中,29,,板楼       ,北   ,1994-01-01,精装     ,砖混结构  ,一梯七户           ,无           ,2021-04-16,189,64068,2021-05-15,29,39,汇成三村,1,0,0,1,-1,3,13,3,2,0,0
3室2厅1厨2卫        ,低,131,平层              ,板楼       ,南 北   ,2006-01-01,精装     ,钢混结构  ,两梯三户           ,有           ,2021-04-08,606,46218,2021-05-15,37,25,上海康城,3,2,1,2,1,3,23,3,3,1,1
3室2厅1厨2卫        ,高,120,平层              ,板楼       ,南   ,2003-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-03-09,835,69468,2021-05-15,67,135,秀水苑(徐汇),3,2,1,2,1,3,18,3,3,0,3
3室2厅1厨1卫        ,高,93,平层              ,板楼       ,南   ,2012-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2020-12-07,389,41757,2021-05-15,159,163,日月光伯爵天地,3,2,1,1,1,3,18,3,3,1,3
1室1厅1厨1卫        ,低,59,平层              ,板楼       ,南   ,2013-01-01,简装     ,钢混结构  ,一梯三户           ,有           ,2021-04-18,111,18562,2021-05-15,27,69,外冈新苑,1,1,1,1,1,3,18,2,3,1,1
3室2厅1厨1卫        ,低,86,平层              ,板楼       ,南   ,2008-01-01,毛坯     ,钢混结构  ,一梯两户           ,无           ,2021-03-01,445,51221,2021-05-14,75,96,葑润华庭,3,2,1,1,1,3,18,1,3,0,1
1室1厅1厨1卫        ,中,57,平层              ,板楼       ,南   ,,精装     ,钢混结构  ,一梯三户           ,有           ,2021-05-05,295,51118,2021-05-14,10,7,新城盛景园,1,1,1,1,1,3,18,3,3,1,0
2室1厅1厨1卫        ,低,66,平层              ,板楼       ,南   ,1994-01-01,毛坯     ,砖混结构  ,一梯两户           ,无           ,2020-12-30,354,53354,2021-05-14,136,20,西环二村,2,1,1,1,1,3,18,1,2,0,1
2室2厅1厨2卫        ,低,126,平层              ,板楼       ,南 北   ,2004-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-04-18,1250,98940,2021-05-10,22,44,香梅花园(二期),2,2,1,2,1,3,23,3,3,1,1
1室1厅1厨1卫        ,高,47,平层              ,板楼       ,南   ,1996-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-04-03,386,81161,2021-05-10,37,29,高兴花园,1,1,1,1,1,3,18,2,2,0,3
2室2厅1厨1卫        ,中,94,平层              ,板楼       ,南   ,2007-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-04-21,205,21772,2021-05-10,19,104,欣梅苑,2,2,1,1,1,3,18,3,3,0,0
1室1厅0厨1卫        ,高,42,平层              ,板楼       ,南   ,1993-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-04-05,198,46295,2021-05-10,35,21,桃浦六村绿春苑,1,1,0,1,1,3,18,2,2,0,3
3室2厅1厨1卫        ,中,97,平层              ,板楼       ,南 北   ,2012-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2020-09-13,413,42468,2021-05-10,240,160,万科清林径,3,2,1,1,1,3,23,3,3,1,0
2室1厅1厨1卫        ,高,63,平层              ,板楼       ,南   ,1992-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-05-01,408,64021,2021-05-10,9,11,梅陇四村,2,1,1,1,1,3,18,3,2,0,3
3室2厅1厨2卫        ,低,137,错层              ,板楼       ,南   ,2003-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-04-11,1459,106365,2021-05-10,29,43,盛大花园,3,2,1,2,3,3,18,3,3,1,1
3室1厅1厨1卫        ,高,101,平层              ,板楼       ,南   ,1998-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2020-01-08,220,21695,2021-05-10,488,25,申云小区,3,1,1,1,1,3,18,2,2,0,3
2室1厅1厨1卫        ,高,77,平层              ,板楼       ,南   ,2007-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-04-26,199,25818,2021-05-10,15,1,欣梅苑,2,1,1,1,1,3,18,3,3,0,3
1室1厅1厨1卫        ,中,44,平层              ,板楼       ,南   ,1995-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-01-24,377,84930,2021-05-10,106,41,金杨新村四街坊,1,1,1,1,1,3,18,2,2,0,0
1室1厅1厨1卫        ,中,56,平层              ,塔楼       ,南   ,2013-01-01,精装     ,钢混结构  ,两梯六户           ,有           ,2021-04-02,272,47922,2021-05-10,39,54,安居锦竹苑,1,1,1,1,1,0,18,3,3,1,0
2室2厅1厨1卫        ,中,90,平层              ,板楼       ,南 北   ,2003-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-05-05,828,91502,2021-05-10,6,7,金沙雅苑(二期),2,2,1,1,1,3,23,3,3,0,0
2室1厅1厨1卫        ,低,58,平层              ,板楼       ,南   ,1999-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-04-01,273,46453,2021-05-10,39,37,桃浦十村（紫藤苑小区白丽路701弄）,2,1,1,1,1,3,18,2,2,0,1
2室1厅1厨1卫        ,中,62,平层              ,板楼       ,南   ,2005-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-04-28,279,44406,2021-05-10,12,38,菊泉新城(陆翔路678弄),2,1,1,1,1,3,18,3,3,1,0
2室2厅1厨1卫        ,低,72,平层              ,板楼       ,南 北   ,2005-01-01,精装     ,钢混结构  ,一梯三户           ,无           ,2021-03-21,335,46406,2021-05-10,50,66,富友嘉园,2,2,1,1,1,3,23,3,3,0,1
1室1厅1厨1卫        ,中,44,平层              ,板楼       ,南   ,1988-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-04-17,150,33937,2021-05-10,23,20,李园一村,1,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,低,54,平层              ,板楼       ,南   ,1987-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-05-02,237,43328,2021-05-10,8,11,南华小区,2,1,1,1,1,3,18,3,2,0,1
2室2厅0厨1卫        ,中,80,平层              ,板楼       ,南 北   ,2007-01-01,毛坯     ,钢混结构  ,一梯两户           ,无           ,2021-05-05,455,56383,2021-05-10,5,6,大宅风范城,2,2,0,1,1,3,23,1,3,0,0
2室1厅1厨1卫        ,中,55,平层              ,板楼       ,南   ,1979-01-01,精装     ,砖混结构  ,一梯七户           ,无           ,2021-05-02,513,93256,2021-05-10,8,11,铁岭路50弄,2,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,低,73,平层              ,板楼       ,南   ,1988-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-04-11,490,66849,2021-05-10,29,49,程桥二村,2,1,1,1,1,3,18,3,2,0,1
2室2厅1厨1卫        ,高,84,平层              ,板楼       ,南 北   ,2009-01-01,精装     ,钢混结构  ,一梯四户           ,有           ,2021-04-01,483,57418,2021-05-10,39,24,汇丰沁苑,2,2,1,1,1,3,23,3,3,1,3
1室1厅1厨1卫        ,低,59,平层              ,板楼       ,南 北   ,2002-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-05-02,406,67724,2021-05-10,8,4,康泰东苑,1,1,1,1,1,3,23,3,3,0,1
2室1厅1厨1卫        ,低,63,,板楼       ,南   ,1994-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-05-09,558,87599,2021-05-10,1,5,平南一二村,2,1,1,1,-1,3,18,3,2,0,1
2室1厅1厨1卫        ,中,53,平层              ,板楼       ,南   ,1990-01-01,精装     ,砖混结构  ,一梯五户           ,无           ,2021-03-10,162,30355,2021-05-10,61,38,李园二村,2,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,中,79,平层              ,板楼       ,南   ,2011-01-01,精装     ,钢混结构  ,两梯五户           ,有           ,2021-04-15,556,70070,2021-05-09,25,20,和源名城,2,1,1,1,1,3,18,3,3,1,0
2室0厅0厨1卫        ,低,48,平层              ,板楼       ,南   ,1989-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-03-09,270,55238,2021-05-09,62,4,阳景小区,2,0,0,1,1,3,18,2,2,0,1
3室2厅1厨1卫        ,中,86,平层              ,板楼       ,南   ,2020-01-01,精装     ,钢混结构  ,一梯一户           ,有           ,2021-02-18,1238,143954,2021-05-09,81,40,信达泰禾上海院子,3,2,1,1,1,3,18,3,3,1,0
2室1厅1厨1卫        ,高,58,平层              ,板楼       ,南   ,1999-01-01,简装     ,钢混结构  ,一梯四户           ,无           ,2021-03-04,314,53508,2021-05-09,67,63,绿川新苑,2,1,1,1,1,3,18,2,3,0,3
2室1厅1厨1卫        ,中,51,平层              ,板楼       ,南   ,1985-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-03-21,211,41227,2021-05-09,50,23,鹤明小区,2,1,1,1,1,3,18,2,2,0,0
3室2厅1厨2卫        ,中,102,,板楼       ,南   ,2016-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-05-04,553,53994,2021-05-09,6,0,万科城,3,2,1,2,-1,3,18,3,3,1,0
2室1厅1厨1卫        ,低,55,平层              ,板楼       ,北 南   ,1994-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-03-27,322,57828,2021-05-09,44,21,南新四村,2,1,1,1,1,3,16,2,2,0,1
2室2厅1厨1卫        ,高,77,平层              ,板楼       ,南   ,2009-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2020-04-20,420,54419,2021-05-09,385,429,新泾家苑,2,2,1,1,1,3,18,3,3,0,3
1室1厅1厨1卫        ,高,42,平层              ,塔楼       ,东南   ,,简装     ,钢混结构  ,三梯二十户           ,有           ,2021-01-30,348,81078,2021-05-09,100,40,奔腾新干线,1,1,1,1,1,0,9,2,3,1,3
1室1厅1厨1卫        ,中,53,平层              ,板楼       ,南   ,2001-01-01,简装     ,钢混结构  ,一梯四户           ,有           ,2021-04-11,640,120392,2021-05-09,29,22,万邦都市花园,1,1,1,1,1,3,18,2,3,1,0
1室1厅1厨2卫        ,中,54,,,南   ,,精装     ,,一梯一户           ,,2021-04-08,100,18279,2021-05-09,32,0,万立城(商业类),1,1,1,2,-1,-1,18,3,-1,-1,0
1室2厅1厨1卫        ,中,57,平层              ,板楼       ,南 北   ,2010-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-02-19,281,48454,2021-05-09,80,201,康桥月苑,1,2,1,1,1,3,23,3,3,0,0
1室1厅1厨1卫        ,低,52,平层              ,,南   ,2014-01-01,精装     ,,二十梯五户           ,有           ,2021-05-03,234,44462,2021-05-09,7,13,保利雅苑,1,1,1,1,1,-1,18,3,-1,1,1
2室1厅1厨1卫        ,中,64,平层              ,板楼       ,南   ,1985-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-03-16,607,94519,2021-05-09,55,25,张杨路370弄,2,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,高,62,平层              ,塔楼       ,南   ,1992-01-01,精装     ,钢混结构  ,一梯七户           ,有           ,2021-01-14,364,58663,2021-05-09,116,278,民星住宅小区,2,1,1,1,1,0,18,3,3,1,3
1室1厅1厨1卫        ,高,40,,板楼       ,南   ,2007-01-01,精装     ,钢混结构  ,三梯十七户           ,有           ,2021-04-22,140,34466,2021-05-09,18,8,青春驿站,1,1,1,1,-1,3,18,3,3,1,3
3室2厅1厨1卫        ,中,88,平层              ,板楼       ,南   ,2011-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-05-04,466,52555,2021-05-09,6,1,香逸湾,3,2,1,1,1,3,18,3,3,1,0
2室2厅1厨1卫        ,低,92,平层              ,板楼       ,南   ,2009-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-03-18,501,54380,2021-05-09,53,9,摩卡小城,2,2,1,1,1,3,18,3,3,1,1
2室2厅1厨1卫        ,高,101,平层              ,板楼       ,南   ,2002-01-01,简装     ,钢混结构  ,一梯三户           ,有           ,2021-05-07,1113,109775,2021-05-09,3,0,江南新苑,2,2,1,1,1,3,18,2,3,1,3
2室1厅1厨1卫        ,中,91,平层              ,板楼       ,南   ,2016-01-01,精装     ,钢混结构  ,两梯两户           ,有           ,2021-04-08,1088,118377,2021-05-09,32,9,荣信虹桥世嘉,2,1,1,1,1,3,18,3,3,1,0
1室2厅1厨1卫        ,低,64,平层              ,板楼       ,南   ,2006-01-01,毛坯     ,钢混结构  ,两梯四户           ,有           ,2021-04-20,365,56476,2021-05-09,20,38,三林世博家园(东书房路390弄),1,2,1,1,1,3,18,1,3,1,1
2室2厅1厨1卫        ,低,91,平层              ,板楼       ,南   ,2012-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-04-05,354,38527,2021-05-09,35,20,嘉禾名邸,2,2,1,1,1,3,18,3,3,1,1
2室1厅1厨1卫        ,高,58,平层              ,板楼       ,南   ,1996-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-02-27,311,53290,2021-05-09,72,77,南新三村,2,1,1,1,1,3,18,2,2,0,3
2室2厅1厨1卫        ,高,86,,板楼       ,南 北   ,2010-01-01,毛坯     ,钢混结构  ,一梯三户           ,有           ,2021-04-16,502,57901,2021-05-09,24,7,东方城市绿洲,2,2,1,1,-1,3,23,1,3,1,3
2室2厅1厨2卫        ,高,110,平层              ,板楼       ,南 北   ,2008-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-05-06,525,47473,2021-05-09,4,1,圣鑫苑,2,2,1,2,1,3,23,3,3,1,3
